segment_id,facility_id,canonical_name,lbl,lbl_full,aliases,parent_system,facility_group,facility_type,network_role,ownership_class,owner_agency,operator_agency,project_family,project_name,project_division,project_unit,project_subunit,project_path,display_rank,display_rank_source,display_rank_reason,status,length_mi,geometry_source,geometry_decision,geometry_confidence,decision_id,source_major_rows,source_delta_rows,source_ids,blm_crosses,blm_length_mi,blm_pct_length,blm_nearest_mi,blm_crossing_count,blm_field_offices,search_text
CVY_5DCDD2B1_S015,CVY_5DCDD2B1,East Branch Extension,East Branch Extension,East Branch Extension,,,Closed conveyance,Pipeline,Branch,California state,,State Water Project,SWP,State Water Project,California Aqueduct,East Branch,,California Aqueduct > East Branch,statewide_major,reviewed_system_rule,California Aqueduct East/West Branch system rule: keep all mapped branch pieces at one statewide-major width.,unknown,0.054641818195076436,DeltaMAPP,provisional_source_inclusion,medium,UNREVIEWED,,89,DELTA_0089,FALSE,0,0,0.5872051057451323,0,,east branch extension east branch extension   swp state water project california aqueduct east branch  california aqueduct > east branch  state water project pipeline
CVY_5DCDD2B1_S016,CVY_5DCDD2B1,East Branch Extension,East Branch Extension,East Branch Extension,,,Closed conveyance,Pipeline,Branch,California state,,State Water Project,SWP,State Water Project,California Aqueduct,East Branch,,California Aqueduct > East Branch,statewide_major,reviewed_system_rule,California Aqueduct East/West Branch system rule: keep all mapped branch pieces at one statewide-major width.,unknown,0.007768020167105686,DeltaMAPP,provisional_source_inclusion,medium,UNREVIEWED,,94,DELTA_0094,FALSE,0,0,2.276577572536827,0,,east branch extension east branch extension   swp state water project california aqueduct east branch  california aqueduct > east branch  state water project pipeline
CVY_5DCDD2B1_S017,CVY_5DCDD2B1,East Branch Extension,East Branch Extension,East Branch Extension,East Branch California Aqueduct Extension,California Aqueduct / State Water Project,Closed conveyance,Pipeline,Branch,California state,,State Water Project,SWP,State Water Project,California Aqueduct,East Branch,,California Aqueduct > East Branch,statewide_major,reviewed_system_rule,California Aqueduct East/West Branch system rule: keep all mapped branch pieces at one statewide-major width.,unknown,32.52145847439823,DeltaMAPP,delta,high,A68,1256,102,DELTA_0102,FALSE,0,0,0.0777196267299601,0,,east branch extension east branch extension east branch california aqueduct extension california aqueduct / state water project swp state water project california aqueduct east branch  california aqueduct > east branch  state water project pipeline
CVY_5DCDD2B1_S018,CVY_5DCDD2B1,East Branch Extension,East Branch Extension,East Branch Extension,,,Closed conveyance,Pipeline,Branch,California state,,State Water Project,SWP,State Water Project,California Aqueduct,East Branch,,California Aqueduct > East Branch,statewide_major,reviewed_system_rule,California Aqueduct East/West Branch system rule: keep all mapped branch pieces at one statewide-major width.,unknown,0.17594220348460274,DeltaMAPP,provisional_source_inclusion,medium,UNREVIEWED,,120,DELTA_0120,FALSE,0,0,0.8062402352745169,0,,east branch extension east branch extension   swp state water project california aqueduct east branch  california aqueduct > east branch  state water project pipeline
CVY_5DCDD2B1_S019,CVY_5DCDD2B1,East Branch Extension,East Branch Extension,East Branch Extension,,,Closed conveyance,Pipeline,Branch,California state,,State Water Project,SWP,State Water Project,California Aqueduct,East Branch,,California Aqueduct > East Branch,statewide_major,reviewed_system_rule,California Aqueduct East/West Branch system rule: keep all mapped branch pieces at one statewide-major width.,unknown,0.08892304154872532,DeltaMAPP,provisional_source_inclusion,medium,UNREVIEWED,,127,DELTA_0127,FALSE,0,0,2.262078220277078,0,,east branch extension east branch extension   swp state water project california aqueduct east branch  california aqueduct > east branch  state water project pipeline
CVY_5DCDD2B1_S020,CVY_5DCDD2B1,East Branch Extension,East Branch Extension,East Branch Extension,,,Closed conveyance,Pipeline,Branch,California state,,State Water Project,SWP,State Water Project,California Aqueduct,East Branch,,California Aqueduct > East Branch,statewide_major,reviewed_system_rule,California Aqueduct East/West Branch system rule: keep all mapped branch pieces at one statewide-major width.,unknown,0.007751028117937799,DeltaMAPP,provisional_source_inclusion,medium,UNREVIEWED,,128,DELTA_0128,FALSE,0,0,2.274904744573627,0,,east branch extension east branch extension   swp state water project california aqueduct east branch  california aqueduct > east branch  state water project pipeline
CVY_5DCDD2B1_S021,CVY_5DCDD2B1,East Branch Extension,East Branch Extension,East Branch Extension,,,Closed conveyance,Pipeline,Branch,California state,,State Water Project,SWP,State Water Project,California Aqueduct,East Branch,,California Aqueduct > East Branch,statewide_major,reviewed_system_rule,California Aqueduct East/West Branch system rule: keep all mapped branch pieces at one statewide-major width.,unknown,0.007640157555381253,DeltaMAPP,provisional_source_inclusion,medium,UNREVIEWED,,134,DELTA_0134,FALSE,0,0,2.2650729165966754,0,,east branch extension east branch extension   swp state water project california aqueduct east branch  california aqueduct > east branch  state water project pipeline
CVY_5DCDD2B1_S022,CVY_5DCDD2B1,East Branch Extension,East Branch Extension,East Branch Extension,,,Closed conveyance,Pipeline,Branch,California state,,State Water Project,SWP,State Water Project,California Aqueduct,East Branch,,California Aqueduct > East Branch,statewide_major,reviewed_system_rule,California Aqueduct East/West Branch system rule: keep all mapped branch pieces at one statewide-major width.,unknown,0.0666386844526434,DeltaMAPP,provisional_source_inclusion,medium,UNREVIEWED,,137,DELTA_0137,FALSE,0,0,0.10437962076711928,0,,east branch extension east branch extension   swp state water project california aqueduct east branch  california aqueduct > east branch  state water project pipeline
CVY_5DCDD2B1_S023,CVY_5DCDD2B1,East Branch Extension,East Branch Extension,East Branch Extension,,,Closed conveyance,Pipeline,Branch,California state,,State Water Project,SWP,State Water Project,California Aqueduct,East Branch,,California Aqueduct > East Branch,statewide_major,reviewed_system_rule,California Aqueduct East/West Branch system rule: keep all mapped branch pieces at one statewide-major width.,unknown,0.015682333662043857,DeltaMAPP,provisional_source_inclusion,medium,UNREVIEWED,,154,DELTA_0154,FALSE,0,0,2.2267505685227458,0,,east branch extension east branch extension   swp state water project california aqueduct east branch  california aqueduct > east branch  state water project pipeline
CVY_5DCDD2B1_S024,CVY_5DCDD2B1,East Branch Extension,East Branch Extension,East Branch Extension,,,Closed conveyance,Pipeline,Branch,California state,,State Water Project,SWP,State Water Project,California Aqueduct,East Branch,,California Aqueduct > East Branch,statewide_major,reviewed_system_rule,California Aqueduct East/West Branch system rule: keep all mapped branch pieces at one statewide-major width.,unknown,0.007722939660849823,DeltaMAPP,provisional_source_inclusion,medium,UNREVIEWED,,157,DELTA_0157,FALSE,0,0,2.2725168573538777,0,,east branch extension east branch extension   swp state water project california aqueduct east branch  california aqueduct > east branch  state water project pipeline
CVY_5DCDD2B1_S025,CVY_5DCDD2B1,East Branch Extension,East Branch Extension,East Branch Extension,,,Closed conveyance,Pipeline,Branch,California state,,State Water Project,SWP,State Water Project,California Aqueduct,East Branch,,California Aqueduct > East Branch,statewide_major,reviewed_system_rule,California Aqueduct East/West Branch system rule: keep all mapped branch pieces at one statewide-major width.,unknown,0.1793276258029838,DeltaMAPP,provisional_source_inclusion,medium,UNREVIEWED,,163,DELTA_0163,FALSE,0,0,1.7512225263193808,0,,east branch extension east branch extension   swp state water project california aqueduct east branch  california aqueduct > east branch  state water project pipeline
CVY_5DCDD2B1_S026,CVY_5DCDD2B1,East Branch Extension,East Branch Extension,East Branch Extension,,,Closed conveyance,Pipeline,Branch,California state,,State Water Project,SWP,State Water Project,California Aqueduct,East Branch,,California Aqueduct > East Branch,statewide_major,reviewed_system_rule,California Aqueduct East/West Branch system rule: keep all mapped branch pieces at one statewide-major width.,unknown,0.01588363694570415,DeltaMAPP,provisional_source_inclusion,medium,UNREVIEWED,,172,DELTA_0172,FALSE,0,0,1.073921261830197,0,,east branch extension east branch extension   swp state water project california aqueduct east branch  california aqueduct > east branch  state water project pipeline
CVY_5DCDD2B1_S027,CVY_5DCDD2B1,East Branch Extension,East Branch Extension,East Branch Extension,,,Closed conveyance,Pipeline,Branch,California state,,State Water Project,SWP,State Water Project,California Aqueduct,East Branch,,California Aqueduct > East Branch,statewide_major,reviewed_system_rule,California Aqueduct East/West Branch system rule: keep all mapped branch pieces at one statewide-major width.,unknown,0.00777830927436504,DeltaMAPP,provisional_source_inclusion,medium,UNREVIEWED,,179,DELTA_0179,FALSE,0,0,2.263079104390064,0,,east branch extension east branch extension   swp state water project california aqueduct east branch  california aqueduct > east branch  state water project pipeline
CVY_5DCDD2B1_S028,CVY_5DCDD2B1,East Branch Extension,East Branch Extension,East Branch Extension,,,Closed conveyance,Pipeline,Branch,California state,,State Water Project,SWP,State Water Project,California Aqueduct,East Branch,,California Aqueduct > East Branch,statewide_major,reviewed_system_rule,California Aqueduct East/West Branch system rule: keep all mapped branch pieces at one statewide-major width.,unknown,0.014902191367049315,DeltaMAPP,provisional_source_inclusion,medium,UNREVIEWED,,187,DELTA_0187,FALSE,0,0,2.242864011478643,0,,east branch extension east branch extension   swp state water project california aqueduct east branch  california aqueduct > east branch  state water project pipeline
CVY_5DCDD2B1_S029,CVY_5DCDD2B1,East Branch Extension,East Branch Extension,East Branch Extension,,,Closed conveyance,Pipeline,Branch,California state,,State Water Project,SWP,State Water Project,California Aqueduct,East Branch,,California Aqueduct > East Branch,statewide_major,reviewed_system_rule,California Aqueduct East/West Branch system rule: keep all mapped branch pieces at one statewide-major width.,unknown,0.007703880225406211,DeltaMAPP,provisional_source_inclusion,medium,UNREVIEWED,,190,DELTA_0190,FALSE,0,0,2.270806179927059,0,,east branch extension east branch extension   swp state water project california aqueduct east branch  california aqueduct > east branch  state water project pipeline
CVY_5DCDD2B1_S030,CVY_5DCDD2B1,East Branch Extension,East Branch Extension,East Branch Extension,,,Closed conveyance,Pipeline,Branch,California state,,State Water Project,SWP,State Water Project,California Aqueduct,East Branch,,California Aqueduct > East Branch,statewide_major,reviewed_system_rule,California Aqueduct East/West Branch system rule: keep all mapped branch pieces at one statewide-major width.,unknown,0.007662622428584075,DeltaMAPP,provisional_source_inclusion,medium,UNREVIEWED,,202,DELTA_0202,FALSE,0,0,2.2670810002767587,0,,east branch extension east branch extension   swp state water project california aqueduct east branch  california aqueduct > east branch  state water project pipeline
CVY_5DCDD2B1_S031,CVY_5DCDD2B1,East Branch Extension,East Branch Extension,East Branch Extension,,,Closed conveyance,Pipeline,Branch,California state,,State Water Project,SWP,State Water Project,California Aqueduct,East Branch,,California Aqueduct > East Branch,statewide_major,reviewed_system_rule,California Aqueduct East/West Branch system rule: keep all mapped branch pieces at one statewide-major width.,unknown,0.06176898823316723,DeltaMAPP,provisional_source_inclusion,medium,UNREVIEWED,,206,DELTA_0206,FALSE,0,0,2.210451477089857,0,,east branch extension east branch extension   swp state water project california aqueduct east branch  california aqueduct > east branch  state water project pipeline
CVY_5DCDD2B1_S032,CVY_5DCDD2B1,East Branch Extension,East Branch Extension,East Branch Extension,,,Closed conveyance,Pipeline,Branch,California state,,State Water Project,SWP,State Water Project,California Aqueduct,East Branch,,California Aqueduct > East Branch,statewide_major,reviewed_system_rule,California Aqueduct East/West Branch system rule: keep all mapped branch pieces at one statewide-major width.,unknown,0.013108230006560393,DeltaMAPP,provisional_source_inclusion,medium,UNREVIEWED,,207,DELTA_0207,FALSE,0,0,5.159569770988869,0,,east branch extension east branch extension   swp state water project california aqueduct east branch  california aqueduct > east branch  state water project pipeline
CVY_5DCDD2B1_S033,CVY_5DCDD2B1,East Branch Extension,East Branch Extension,East Branch Extension,,,Closed conveyance,Pipeline,Branch,California state,,State Water Project,SWP,State Water Project,California Aqueduct,East Branch,,California Aqueduct > East Branch,statewide_major,reviewed_system_rule,California Aqueduct East/West Branch system rule: keep all mapped branch pieces at one statewide-major width.,unknown,0.006874075344968281,DeltaMAPP,provisional_source_inclusion,medium,UNREVIEWED,,209,DELTA_0209,FALSE,0,0,2.313943533944106,0,,east branch extension east branch extension   swp state water project california aqueduct east branch  california aqueduct > east branch  state water project pipeline
CVY_5DCDD2B1_S034,CVY_5DCDD2B1,East Branch Extension,East Branch Extension,East Branch Extension,,,Closed conveyance,Pipeline,Branch,California state,,State Water Project,SWP,State Water Project,California Aqueduct,East Branch,,California Aqueduct > East Branch,statewide_major,reviewed_system_rule,California Aqueduct East/West Branch system rule: keep all mapped branch pieces at one statewide-major width.,unknown,0.4985682430495305,DeltaMAPP,provisional_source_inclusion,medium,UNREVIEWED,,215,DELTA_0215,FALSE,0,0,3.2277556340005424,0,,east branch extension east branch extension   swp state water project california aqueduct east branch  california aqueduct > east branch  state water project pipeline
CVY_5DCFA60A_S001,CVY_5DCFA60A,Unnamed conveyance — Major Conveyance row 649,Unnamed conveyance — Major Conveyance row 649,Unnamed conveyance — Major Conveyance row 649,,,Other/unknown,Unknown,Unknown,Unknown,PCWA,,Unknown/unassigned,Unassigned,,,,,local_supporting,automatic,Automatic standard/local rank.,unknown,3.2672598475600148,Major Conveyance,provisional_source_inclusion,low,UNREVIEWED,649,,MAJOR_0649,FALSE,0,0,2.844806107281768,0,,unnamed conveyance — major conveyance row 649 unnamed conveyance — major conveyance row 649   unknown/unassigned unassigned     pcwa  unknown
CVY_5DE34CF8_S001,CVY_5DE34CF8,Spring Creek Powerplant Tailrace,Spring Creek Powerplant Tailrace,Spring Creek Powerplant Tailrace,Spring Creek Power Conduit; Spring Creek Powerplant system,Central Valley Project – Trinity River Division,Power conveyance,Tailrace,Return flow,Federal,,US Bureau of Reclamation,CVP,Central Valley Project,Trinity River Division,Spring Creek power conveyance system,,Trinity River Division > Spring Creek power conveyance system,local_supporting,automatic,Automatic standard/local rank.,unknown,0.11944881695643593,DeltaMAPP,split_components_tailrace,high,17,1215,285|282,DELTA_0282,FALSE,0,0,0.15281866665082405,0,,spring creek powerplant tailrace spring creek powerplant tailrace spring creek power conduit; spring creek powerplant system central valley project – trinity river division cvp central valley project trinity river division spring creek power conveyance system  trinity river division > spring creek power conveyance system  us bureau of reclamation tailrace
CVY_5E008568_S001,CVY_5E008568,Ashley Lateral,Ashley Lateral,Ashley Lateral,,,Distribution/local,Lateral,Distribution,Unknown,,,Unknown/unassigned,Unassigned,,,,,local_supporting,automatic,Automatic standard/local rank.,unknown,8.100100650606802,Major Conveyance,provisional_source_inclusion,medium,UNREVIEWED,1343,,MAJOR_1343,FALSE,0,0,11.893224194577085,0,,ashley lateral ashley lateral   unknown/unassigned unassigned       lateral
