Water Right/Claim ID,Status,Type,Primary owner,Source,County,Effective date,Face value,Use type,Special use area,HUC 12,Watershed,Action,,Field Office ,
S013003,Active,Statements,BLM California State Office,,Mono,12/25/2025,2.4195,Stockwatering; Fish and Wildlife Preservation and Enhancement,,Upper Rough Creek | 160503010205,Rough Creek,,,Bishop,
S013004,Active,Statements,BLM California State Office,,Mono,12/25/2025,120.9748,Fish and Wildlife Preservation and Enhancement; Stockwatering,,Upper Rough Creek | 160503010205,Rough Creek,,,Bishop,
S013005,Active,Statements,BLM California State Office,,Mono,12/25/2025,1.613,Stockwatering; Fish and Wildlife Preservation and Enhancement,,Upper Rough Creek | 160503010205,Rough Creek,,,Bishop,
S013006,Active,Statements,BLM California State Office,,Mono,12/25/2025,4.1949,Stockwatering; Fish and Wildlife Preservation and Enhancement,,Upper Rough Creek | 160503010205,Rough Creek,,,Bishop,
S013007,Active,Statements,BLM California State Office,,Mono,12/25/2025,1.1313,Fish and Wildlife Preservation and Enhancement; Stockwatering,,Upper Rough Creek | 160503010205,Rough Creek,,,Bishop,
S013008,Active,Statements,BLM California State Office,,Mono,12/25/2025,0.3248,Fish and Wildlife Preservation and Enhancement; Stockwatering,,Upper Bodie Creek | 160503010201,Rough Creek,,,Bishop,
S013009,Active,Statements,BLM California State Office,,Mono,12/25/2025,1.613,Fish and Wildlife Preservation and Enhancement; Stockwatering,,Upper Bodie Creek | 160503010201,Rough Creek,,,Bishop,
S013010,Active,Statements,BLM California State Office,,Mono,12/25/2025,28.2516,Stockwatering; Fish and Wildlife Preservation and Enhancement,,Upper Bodie Creek | 160503010201,Rough Creek,,,Bishop,
S013011,Active,Statements,BLM California State Office,,Mono,12/25/2025,23.543,Stockwatering; Fish and Wildlife Preservation and Enhancement,,Upper Bodie Creek | 160503010201,Rough Creek,,,Bishop,
S013012,Active,Statements,BLM California State Office,,Mono,12/25/2025,2.0947,Fish and Wildlife Preservation and Enhancement; Stockwatering,,Upper Rough Creek | 160503010205,Rough Creek,,,Bishop,
S013013,Active,Statements,BLM California State Office,,Mono,12/25/2025,2.9852,Fish and Wildlife Preservation and Enhancement; Stockwatering,,Upper Rough Creek | 160503010205,Rough Creek,,,Bishop,
S013014,Active,Statements,BLM California State Office,,Mono,12/25/2025,11.9526,Stockwatering; Fish and Wildlife Preservation and Enhancement,,Upper Bodie Creek | 160503010201,Rough Creek,,,Bishop,
S013015,Active,Statements,BLM California State Office,,Mono,12/25/2025,3.8925,Fish and Wildlife Preservation and Enhancement; Stockwatering,,Upper Bodie Creek | 160503010201,Rough Creek,,,Bishop,
S013016,Active,Statements,BLM California State Office,,Mono,12/25/2025,4.3573,Stockwatering; Fish and Wildlife Preservation and Enhancement,,Upper Bodie Creek | 160503010201,Rough Creek,,,Bishop,
S013017,Active,Statements,BLM California State Office,,Mono,12/25/2025,0.1232,Stockwatering; Fish and Wildlife Preservation and Enhancement,,Upper Bodie Creek | 160503010201,Rough Creek,,,Bishop,
S013018,Active,Statements,BLM California State Office,,Mono,12/25/2025,0,Stockwatering; Fish and Wildlife Preservation and Enhancement,,Upper Bodie Creek | 160503010201,Rough Creek,,,Bishop,
S013019,Active,Statements,BLM California State Office,,Mono,12/25/2025,1.0473,Stockwatering; Fish and Wildlife Preservation and Enhancement,,Upper Bodie Creek | 160503010201,Rough Creek,,,Bishop,
S013020,Active,Statements,BLM California State Office,,Mono,12/25/2025,1.0473,Stockwatering; Fish and Wildlife Preservation and Enhancement,,Upper Bodie Creek | 160503010201,Rough Creek,,,Bishop,
S013021,Active,Statements,BLM California State Office,,Mono,12/25/2025,1.1313,Stockwatering; Fish and Wildlife Preservation and Enhancement,,180901010106-Frontal Mono Lake | 180901010106,Alkali Valley-Frontal Mono Lake,,,Bishop,
S013022,Active,Statements,BLM California State Office,,Mono,12/25/2025,80.4084,Fish and Wildlife Preservation and Enhancement; Stockwatering,,Convict Creek | 180901020207,Hot Creek-Owens River,,,Bishop,
S013023,Active,Statements,BLM California State Office,,Mono,12/25/2025,0,Stockwatering,North Coast AB2121 Area;,Black Lake-Adobe Valley | 180901010610,Adobe Valley,,,Bishop,
S013024,Active,Statements,BLM California State Office,,Mono,12/25/2025,0.2408,Stockwatering,,Black Lake-Adobe Valley | 180901010610,Adobe Valley,,,Bishop,
S013025,Active,Statements,BLM California State Office,,Mono,12/25/2025,1.3722,Stockwatering,,Black Lake-Adobe Valley | 180901010610,Adobe Valley,,,Bishop,
S013026,Active,Statements,BLM California State Office,,Mono,12/25/2025,0,Stockwatering,,Wilfred Creek-Owens River | 180901020208,Hot Creek-Owens River,,,Bishop,
S013027,Active,Statements,BLM California State Office,,Mono,12/25/2025,7.4993,Stockwatering; Fish and Wildlife Preservation and Enhancement,,Wilfred Creek-Owens River | 180901020208,Hot Creek-Owens River,,,Bishop,
S013028,Active,Statements,BLM California State Office,,Mono,12/25/2025,36.22,Fish and Wildlife Preservation and Enhancement; Stockwatering,,Wilfred Creek-Owens River | 180901020208,Hot Creek-Owens River,,,Bishop,
S013029,Active,Statements,BLM California State Office,,Mono,12/25/2025,2.4195,Fish and Wildlife Preservation and Enhancement; Stockwatering,,Wilfred Creek-Owens River | 180901020208,Hot Creek-Owens River,,,Bishop,
S013034,Active,Statements,BLM California State Office,UNSP AKA  12-11-4C ,Mono,12/25/2025,9.4172,Fish and Wildlife Preservation and Enhancement; Stockwatering,,Wilfred Creek-Owens River | 180901020208,Hot Creek-Owens River,,,Bishop,
S013037,Active,Statements,BLM California State Office,UNSP  AKA 12-9-2C ,Mono,12/25/2025,1.613,Stockwatering; Fish and Wildlife Preservation and Enhancement,,Wilfred Creek-Owens River | 180901020208,Hot Creek-Owens River,,,Bishop,
S013040,Active,Statements,BLM California State Office,UNSP AKA  12-10-1C ,Mono,12/25/2025,8.065,Stockwatering; Fish and Wildlife Preservation and Enhancement,,Wilfred Creek-Owens River | 180901020208,Hot Creek-Owens River,,,Bishop,
S013041,Active,Statements,BLM California State Office,UNSP AKA  9-17-1C ,Mono,12/25/2025,79.684,Fish and Wildlife Preservation and Enhancement; Stockwatering,,Lake Crowley-Owens River | 180901020209,Hot Creek-Owens River,,,Bishop,
S013042,Active,Statements,BLM California State Office,UNSP AKA  9-24-1C ,Mono,12/25/2025,14.488,Stockwatering; Fish and Wildlife Preservation and Enhancement,,Upper Chalfant Valley | 180901020702,Big Pine Creek-Owens River,,,Bishop,
S013043,Active,Statements,BLM California State Office,UNSP,Mono,12/25/2025,15.9368,Domestic; Fish and Wildlife Preservation and Enhancement,,Wilfred Creek-Owens River | 180901020208,Hot Creek-Owens River,,,Bishop,
S013044,Active,Statements,BLM California State Office,UNSP,Mono,12/25/2025,57.952,Fish and Wildlife Preservation and Enhancement; Stockwatering,,Upper Chalfant Valley | 180901020702,Big Pine Creek-Owens River,,,Bishop,
S013045,Active,Statements,BLM California State Office,UNSP AKA  6-11-1C ,Mono,12/25/2025,5.2422,Fish and Wildlife Preservation and Enhancement; Stockwatering,,Lower Chalfant Valley | 180901020703,Big Pine Creek-Owens River,,,Bishop,
S013046,Active,Statements,BLM California State Office,BLM SPRING  9-23-1C ,Mono,12/25/2025,119.526,Fish and Wildlife Preservation and Enhancement; Domestic,,Fish Slough | 180901020701,Big Pine Creek-Owens River,,,Bishop,
S013047,Active,Statements,BLM California State Office,UNSP,Mono,12/25/2025,2.4195,Fish and Wildlife Preservation and Enhancement; Domestic,,Lower Rock Creek | 180901020303,Rock Creek,,,Bishop,
S013049,Active,Statements,BLM California State Office,UNSP AKA  9-11-2C ,Inyo,12/25/2025,47.086,Stockwatering; Fish and Wildlife Preservation and Enhancement,,Rawson Creek-Owens River | 180901020710,Big Pine Creek-Owens River,,,Bakersfield,
S013050,Active,Statements,BLM California State Office,UNSP AKA  9-11-1C ,Inyo,12/25/2025,7.2585,Stockwatering; Fish and Wildlife Preservation and Enhancement,,Rawson Creek-Owens River | 180901020710,Big Pine Creek-Owens River,,,Bakersfield,
S013051,Active,Statements,BLM California State Office,UNSP AKA  9-9-1C ,Inyo,12/25/2025,3.226,Domestic,,Rawson Creek-Owens River | 180901020710,Big Pine Creek-Owens River,,,Bakersfield,
S013052,Active,Statements,BLM California State Office,UNSP,Madera,12/25/2025,0.9689,Stockwatering; Fish and Wildlife Preservation and Enhancement,SAN JOAQUIN RIVER,Millerton Lake-San Joaquin River | 180400061303,Big Sandy Creek-San Joaquin River,,,Bakersfield,
S013053,Active,Statements,BLM California State Office,UNSP,Madera,12/25/2025,0.8121,Fish and Wildlife Preservation and Enhancement; Stockwatering,SAN JOAQUIN RIVER,Millerton Lake-San Joaquin River | 180400061303,Big Sandy Creek-San Joaquin River,,,Bakersfield,
S013054,Active,Statements,BLM California State Office,UNSP,Madera,12/25/2025,10.5038,Fish and Wildlife Preservation and Enhancement; Stockwatering,SAN JOAQUIN RIVER,Millerton Lake-San Joaquin River | 180400061303,Big Sandy Creek-San Joaquin River,,,Bakersfield,
S013055,Active,Statements,BLM California State Office,UNSP,Madera,12/25/2025,1.0081,Fish and Wildlife Preservation and Enhancement,SAN JOAQUIN RIVER,Millerton Lake-San Joaquin River | 180400061303,Big Sandy Creek-San Joaquin River,,,Bakersfield,
S013056,Active,Statements,BLM California State Office,UNSP,Madera,12/25/2025,0.2184,Fish and Wildlife Preservation and Enhancement; Stockwatering,SAN JOAQUIN RIVER,Millerton Lake-San Joaquin River | 180400061303,Big Sandy Creek-San Joaquin River,,,Bakersfield,
S013057,Active,Statements,BLM California State Office,UNSP AKA  9-4-1C ,Inyo,12/25/2025,1.8146,Stockwatering; Domestic; Fish and Wildlife Preservation and Enhancement,,Rawson Creek-Owens River | 180901020710,Big Pine Creek-Owens River,,,Bakersfield,
S013058,Active,Statements,BLM California State Office,MULE SPRING AKA  8-19-3C ,Inyo,12/25/2025,13.7636,Fish and Wildlife Preservation and Enhancement; Domestic,,Tinemaha Reservoir-Owens River | 180901020804,Tinemaha Creek-Owens River,,,Bakersfield,
S013059,Active,Statements,BLM California State Office,UNSP,Madera,12/25/2025,0.8065,Fish and Wildlife Preservation and Enhancement; Stockwatering,SAN JOAQUIN RIVER,Millerton Lake-San Joaquin River | 180400061303,Big Sandy Creek-San Joaquin River,,,Bakersfield,
S013060,Active,Statements,BLM California State Office,UNSP,Madera,12/25/2025,1.4506,Stockwatering; Fish and Wildlife Preservation and Enhancement,SAN JOAQUIN RIVER,Millerton Lake-San Joaquin River | 180400061303,Big Sandy Creek-San Joaquin River,,,Bakersfield,
S013061,Active,Statements,BLM California State Office,UNSP,Fresno,12/25/2025,0.4032,Fish and Wildlife Preservation and Enhancement; Stockwatering,SAN JOAQUIN RIVER,Millerton Lake-San Joaquin River | 180400061303,Big Sandy Creek-San Joaquin River,,,Bakersfield,
S013062,Active,Statements,BLM California State Office,UNSP AKA  8-6-1C ,Inyo,12/25/2025,1.0081,Fish and Wildlife Preservation and Enhancement; Stockwatering,,Bairs Creek | 180901030201,Lone Pine Creek-Owens River,,,Bakersfield,
S013063,Active,Statements,BLM California State Office,UNSP AKA  9-3-1C ,Inyo,12/25/2025,0.1624,Domestic,,Coyote Canyon-Owens River | 180901030203,Lone Pine Creek-Owens River,,,Bakersfield,
S013064,Active,Statements,BLM California State Office,UNSP,Inyo,12/25/2025,27.5272,Stockwatering; Fish and Wildlife Preservation and Enhancement; Domestic,,Coyote Canyon-Owens River | 180901030203,Lone Pine Creek-Owens River,,,Bakersfield,
S013065,Active,Statements,BLM California State Office,UNSP AKA  8-26-2C ,Inyo,12/25/2025,1.0473,Domestic; Fish and Wildlife Preservation and Enhancement; Stockwatering,,Union Wash-Owens River | 180901030205,Lone Pine Creek-Owens River,,,Bakersfield,
S013066,Active,Statements,BLM California State Office,UNSPAKA  8-26-1C ,Inyo,12/25/2025,0.1232,Domestic; Fish and Wildlife Preservation and Enhancement,,Union Wash-Owens River | 180901030205,Lone Pine Creek-Owens River,,,Bakersfield,
S013067,Active,Statements,BLM California State Office,UNSP AKA  8-20-1C ,Inyo,12/25/2025,18.11,Domestic; Fish and Wildlife Preservation and Enhancement,,Union Wash-Owens River | 180901030205,Lone Pine Creek-Owens River,,,Bakersfield,
S013068,Active,Statements,BLM California State Office,UNSP,Inyo,12/25/2025,0.4425,Domestic; Fish and Wildlife Preservation and Enhancement; Stockwatering,,Union Wash-Owens River | 180901030205,Lone Pine Creek-Owens River,,,Bakersfield,
S013069,Active,Statements,BLM California State Office,UNSP AKA  8-19-1C ,Inyo,12/25/2025,0.5657,Fish and Wildlife Preservation and Enhancement; Stockwatering,,Lone Pine Creek | 180901030206,Lone Pine Creek-Owens River,,,Bakersfield,
S013070,Active,Statements,BLM California State Office,UNSP AKA  11-4-1C ,Inyo,12/25/2025,0.1624,Fish and Wildlife Preservation and Enhancement; Stockwatering,,Diaz Creek | 180901030207,Lone Pine Creek-Owens River,,,Bakersfield,
S013071,Active,Statements,BLM California State Office,UNSP,Inyo,12/25/2025,0.9689,Fish and Wildlife Preservation and Enhancement; Stockwatering,,Lone Pine Creek | 180901030206,Lone Pine Creek-Owens River,,,Bakersfield,
S013072,Active,Statements,BLM RIDGECREST FIELD OFFICE,UNSP,Inyo,12/25/2025,0.2408,Fish and Wildlife Preservation and Enhancement; Domestic,,San Lucas Canyon | 180902010904,Salt Lake,,,Bakersfield,
S013073,Active,Statements,BLM California State Office,UNSP AKA  8-13-2C ,Inyo,12/25/2025,4.839,Fish and Wildlife Preservation and Enhancement; Stockwatering,,Lone Pine Creek | 180901030206,Lone Pine Creek-Owens River,,,Bakersfield,
S013074,Active,Statements,BLM California State Office,UNSP AKA  9-18-1C ,Inyo,12/25/2025,1.0473,Fish and Wildlife Preservation and Enhancement; Stockwatering,,Carroll Creek-Owens Lake | 180901030407,Owens Lake,,,Bakersfield,
S013075,Active,Statements,BLM California State Office,UNSP,Inyo,12/25/2025,2.4195,Fish and Wildlife Preservation and Enhancement; Stockwatering,,Diaz Creek | 180901030207,Lone Pine Creek-Owens River,,,Bakersfield,
S013076,Active,Statements,BLM California State Office,UNSP AKA  8-12-1C ,Inyo,12/25/2025,0.5657,Domestic; Fish and Wildlife Preservation and Enhancement,,Carroll Creek-Owens Lake | 180901030407,Owens Lake,,,Bakersfield,
S013077,Active,Statements,BLM California State Office,UNSP,Fresno,12/25/2025,0.1624,Stockwatering; Fish and Wildlife Preservation and Enhancement,,White Creek | 180300120602,Los Gatos Creek,,,Central Coast,
S013078,Active,Statements,BLM California State Office,UNSP,San Benito,12/25/2025,0.1624,Fish and Wildlife Preservation and Enhancement; Stockwatering,,Hernandez Reservoir-San Benito River | 180600020502,Upper San Benito River,,,Central Coast,
S013079,Active,Statements,BLM California State Office,UNSP,Fresno,12/25/2025,0.2016,Fish and Wildlife Preservation and Enhancement; Stockwatering,,Upper Cantua Creek | 180300090601,Cantua Creek-Fresno Slough,,,Central Coast,
S013080,Active,Statements,BLM California State Office,UNSP,Fresno,12/25/2025,7.2585,Fish and Wildlife Preservation and Enhancement; Stockwatering,,Upper Cantua Creek | 180300090601,Cantua Creek-Fresno Slough,,,Central Coast,
S013081,Active,Statements,BLM California State Office,UNSP,Fresno,12/25/2025,1.613,Stockwatering; Fish and Wildlife Preservation and Enhancement,,Headwaters Los Gatos Creek | 180300120601,Los Gatos Creek,,,Central Coast,
S013082,Active,Statements,BLM California State Office,UNSP,Fresno,12/25/2025,2.0162,Stockwatering,,Upper Warthan Creek | 180300120302,Warthan Creek,,,Central Coast,
S013083,Inactive,Statements,BLM California State Office,,Fresno,01/01/1700,0,,,Upper Warthan Creek | 180300120302,Warthan Creek,,,Central Coast,
S013084,Inactive,Statements,BLM California State Office,UNSP,Fresno,4/13/1987,0,,,Lower Warthan Creek | 180300120304,Warthan Creek,,,Central Coast,
S013085,Inactive,Statements,BLM California State Office,,Fresno,4/13/1987,0,,,Middle Warthan Creek | 180300120303,Warthan Creek,,,Central Coast,
S013086,Active,Statements,BLM California State Office,UNSP,Fresno,12/25/2025,0.1848,Stockwatering; Fish and Wildlife Preservation and Enhancement,,Middle Warthan Creek | 180300120303,Warthan Creek,,,Central Coast,
S013087,Active,Statements,BLM California State Office,UNSP,Fresno,12/25/2025,1.613,Stockwatering; Fish and Wildlife Preservation and Enhancement,,Hot Springs Canyon | 180300120301,Warthan Creek,,,Central Coast,
S013088,Active,Statements,BLM California State Office,UNSP,Fresno,12/25/2025,0.8877,Stockwatering; Fish and Wildlife Preservation and Enhancement,,Middle Warthan Creek | 180300120303,Warthan Creek,,,Central Coast,
S013089,Active,Statements,BLM California State Office,UNSP,Tulare,12/25/2025,0.4032,Fish and Wildlife Preservation and Enhancement; Stockwatering,,Lower Chimney Creek | 180300020402,Chimney Creek,,,Central Coast,
